"LastProcessedDate","Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2023-02-24","2032-06-01","Scope 2","Fleet Vehicles",,150000,150000,0,0,200000,,50000,350,0,0,,250000,200,250000,,,200000
"2023-02-24","2021-03-05","Scope 1","Data Center",20,150000,0,100000,,,,100000,200,,,25,,100,100000,100000,250000,
"2023-02-24","2036-06-16","Scope 3","Fleet Vehicles",0,50000,100000,200000,30,0,,150000,100,,200000,15,150000,200,0,150000,,0
"2023-02-24","2035-11-05","Scope 1","Data Center",0,250000,50000,150000,10,250000,,250000,50,100000,50000,20,50000,200,150000,200000,,
"2023-02-24","2041-04-16","Scope 2","Private Jet",,100000,,50000,50,,,200000,250,250000,100000,30,200000,250,200000,100000,,100000
"2023-02-24","2020-02-07","Scope 3","Data Center",20,200000,250000,,,,90,0,300,,,,,150,50000,250000,50000,
"2023-02-24","2027-01-16","Scope 3","Private Jet",10,200000,,0,,100000,,150000,350,50000,,30,100000,150,0,50000,,50000
"2023-02-24","2039-08-03","Scope 1","Fleet Vehicles",30,150000,50000,250000,50,250000,,100000,250,100000,150000,0,,200,150000,100000,,100000
"2023-02-24","2030-05-26","Scope 2","Commercial Building",15,150000,200000,100000,,100000,,200000,50,150000,0,25,150000,150,250000,100000,,150000
"2023-02-24","2028-01-25","Scope 1","Private Jet",,100000,150000,50000,20,200000,,50000,200,0,,15,100000,150,200000,0,,200000
"2023-02-24","2025-04-04","Scope 2","Fleet Vehicles",20,250000,100000,100000,40,50000,,250000,100,200000,100000,10,200000,150,,,,50000
"2023-02-24","2034-06-19","Scope 3","Scope 3 Uncategorized Emissions",10,50000,0,150000,30,,,,150,,50000,20,250000,200,100000,250000,,
"2023-02-24","2033-10-05","Scope 2","Data Center",30,150000,,0,10,0,,0,350,50000,250000,10,0,150,150000,,,0
"2023-02-24","2037-02-12","Scope 1","Commercial Building",0,250000,50000,200000,0,150000,,100000,250,250000,200000,25,50000,250,100000,100000,,250000
"2023-02-24","2024-06-17","Scope 3","Scope 3 Capital Goods",15,100000,0,250000,10,100000,,200000,50,,,,100000,150,50000,50000,,250000
"2023-02-24","2040-06-19","Scope 3","Scope 3 Upstream Transportation Distribution",20,50000,100000,,0,150000,,250000,300,200000,0,0,50000,200,200000,0,,150000
"2023-02-24","2026-03-03","Scope 1","Commercial Building",0,200000,250000,150000,50,,,150000,100,0,100000,20,250000,150,,200000,,100000
"2023-02-24","2021-12-29","Scope 2","Fleet Vehicles",,250000,200000,200000,,,30,50000,150,,,30,,250,0,150000,200000,
"2023-02-24","2032-11-27","Scope 1","Data Center",30,100000,150000,250000,,0,,,200,50000,150000,15,150000,200,250000,200000,,
"2023-02-24","2034-12-10","Scope 2","Private Jet",10,200000,0,0,30,200000,,100000,50,100000,200000,20,,200,250000,,,200000
"2023-02-24","2025-08-26","Scope 3","Scope 3 Franchising",15,50000,50000,,40,50000,,200000,300,150000,250000,30,200000,150,150000,100000,,50000
"2023-02-24","2022-08-15","Scope 3","Scope 3 Downstream Transportation Distribution",10,150000,250000,50000,,,50,50000,100,,,25,,200,0,250000,,
"2023-02-24","2038-03-24","Scope 1","Commercial Building",20,150000,150000,100000,20,250000,,,150,250000,50000,10,0,200,100000,50000,,0
"2023-02-24","2037-06-14","Scope 2","Private Jet",0,250000,,200000,0,150000,,0,200,200000,200000,,50000,200,50000,150000,,150000
"2023-02-24","2033-11-29","Scope 3","Scope 3 Investments",30,200000,100000,,40,0,,150000,350,50000,,15,100000,150,200000,0,,200000
"2023-02-24","2041-12-10","Scope 1","Fleet Vehicles",,50000,200000,100000,30,50000,,250000,250,100000,50000,0,,250,,50000,,0
"2023-02-24","2030-11-28","Scope 2","Data Center",15,100000,100000,0,50,200000,,50000,150,,100000,0,200000,150,100000,200000,,100000
"2023-02-24","2024-09-26","Scope 3","Scope 3 Waste Generated in Operations",,100000,50000,250000,20,250000,,100000,300,150000,0,,150000,150,0,100000,,50000
"2023-02-24","2031-03-15","Scope 2","Private Jet",20,150000,200000,150000,10,,,200000,200,0,150000,25,250000,150,250000,0,,
"2023-02-24","2035-04-30","Scope 1","Data Center",30,200000,0,50000,,100000,,,100,250000,250000,30,0,200,,250000,,250000
"2023-02-24","2029-01-25","Scope 2","Commercial Building",0,200000,150000,150000,0,,,150000,250,100000,,10,50000,150,50000,100000,,250000
"2023-02-24","2028-04-11","Scope 3","Commercial Building",15,50000,250000,250000,,0,,250000,50,,250000,20,250000,150,200000,,,
"2023-02-24","2020-10-29","Scope 1","Fleet Vehicles",10,250000,,200000,,,30,0,350,,,15,,100,150000,,150000,
"2023-02-24","2023-07-26","Scope 2","Private Jet",,100000,150000,100000,20,250000,90,0,350,250000,150000,30,0,350,200000,50000,,0
"2023-02-24","2027-09-10","Scope 1","Data Center",30,50000,,0,30,50000,,50000,150,50000,0,25,200000,200,100000,150000,,200000
"2023-02-24","2039-01-08","Scope 3","Scope 3 End-Life Treatment of Sold Product",20,200000,100000,50000,40,200000,,200000,200,0,100000,10,100000,250,150000,250000,,50000
"2023-02-24","2036-06-14","Scope 2","Commercial Building",0,200000,50000,150000,50,100000,,250000,50,150000,200000,0,150000,200,250000,0,,150000
"2023-02-24","2028-10-06","Scope 1","Fleet Vehicles",10,150000,200000,,10,150000,,100000,100,200000,50000,15,,200,0,150000,,100000
"2023-02-24","2031-02-15","Scope 3","Scope 3 Upstream Leased Assets",15,250000,250000,150000,50,200000,,,300,,200000,,100000,200,50000,200000,,150000
"2023-02-24","2039-09-21","Scope 1","Commercial Building",0,50000,0,50000,0,0,,150000,250,250000,50000,20,,200,,150000,,50000
"2023-02-24","2037-02-28","Scope 2","Fleet Vehicles",15,100000,200000,250000,20,100000,,0,350,0,0,10,200000,200,,50000,,200000
"2023-02-24","2025-08-24","Scope 3","Scope 3 Purchased Goods Services",20,150000,50000,0,,150000,,250000,150,200000,100000,30,0,150,0,0,,0
"2023-02-24","2023-12-05","Scope 3","Scope 3 Use of Sold Products",,250000,100000,150000,10,50000,0,,100,150000,,,250000,300,200000,,0,250000
"2023-02-24","2038-11-25","Scope 2","Private Jet",30,200000,250000,,30,,,200000,200,50000,250000,15,150000,250,250000,100000,,100000
"2023-02-24","2040-08-29","Scope 1","Data Center",10,250000,150000,100000,40,250000,,50000,300,100000,150000,0,50000,250,50000,100000,,
"2023-02-24","2033-08-24","Scope 2","Data Center",,100000,0,200000,30,100000,,100000,250,150000,50000,20,250000,200,100000,,,150000
"2023-02-24","2036-03-13","Scope 1","Private Jet",0,150000,,150000,40,200000,,150000,50,0,250000,25,150000,200,150000,200000,,250000
"2023-02-24","2024-02-26","Scope 3","Scope 3 Employee Commuting",20,200000,250000,,0,0,,150000,150,50000,150000,,100000,150,50000,250000,,50000
"2023-02-24","2030-05-23","Scope 1","Commercial Building",30,50000,,250000,10,250000,,,50,100000,100000,25,,150,250000,0,,0
"2023-02-24","2027-12-18","Scope 2","Fleet Vehicles",10,250000,200000,50000,,50000,,100000,350,200000,200000,30,0,150,0,150000,,100000
"2023-02-24","2022-02-27","Scope 3","Scope 3 Fuel and Energy-Related Activity",15,100000,0,200000,,,50,250000,300,,,0,,150,100000,50000,50000,
"2023-02-24","2032-03-27","Scope 2","Private Jet",10,50000,50000,0,20,150000,,50000,200,,,20,200000,150,,,,200000
"2023-02-24","2020-10-26","Scope 1","Commercial Building",15,150000,150000,100000,,,70,0,250,,,15,,350,150000,200000,100000,
"2023-02-24","2029-10-21","Scope 3","Scope 3 Business Travel",20,200000,100000,250000,50,,,200000,100,250000,0,10,50000,150,200000,250000,,
"2023-02-24","2021-03-26","Scope 3","Scope 3 Processing Sold Products",30,50000,250000,100000,,,,,200,,,10,,200,100000,150000,200000,
"2023-02-24","2026-09-04","Scope 2","Fleet Vehicles",0,100000,50000,200000,40,100000,,200000,350,100000,150000,0,200000,150,250000,0,,50000
"2023-02-24","2041-03-03","Scope 1","Data Center",,150000,200000,0,,50000,,250000,100,50000,,15,50000,200,200000,50000,,200000
"2023-02-24","2034-08-31","Scope 3","Scope 3 Waste Generated in Operations",,250000,150000,,30,150000,,150000,250,0,250000,,,150,150000,100000,,
"2023-02-24","2035-05-13","Scope 2","Data Center",0,200000,100000,50000,0,,,50000,50,,0,25,250000,200,,50000,,250000
"2023-02-24","2034-10-18","Scope 1","Commercial Building",20,50000,,150000,20,250000,,0,150,250000,50000,20,150000,200,50000,0,,100000
"2023-02-24","2041-09-26","Scope 1","Fleet Vehicles",30,200000,0,100000,50,200000,,100000,300,150000,100000,30,100000,250,0,100000,,0
"2023-02-24","2037-12-07","Scope 3","Scope 3 Capital Goods",10,150000,50000,200000,10,0,,250000,250,200000,200000,15,0,200,0,250000,,150000
"2023-02-24","2028-02-15","Scope 2","Private Jet",15,250000,200000,,0,50000,,150000,150,150000,200000,0,50000,150,,150000,,
"2023-02-24","2036-12-18","Scope 1","Commercial Building",,100000,0,150000,20,250000,,,200,0,100000,30,250000,200,100000,200000,,100000
"2023-02-24","2021-12-04","Scope 2","Private Jet",0,150000,100000,250000,,,20,50000,350,,,10,,100,250000,,250000,
"2023-02-24","2020-08-14","Scope 3","Scope 3 End-Life Treatment of Sold Product",15,100000,250000,50000,,,90,0,50,,,25,,300,50000,100000,250000,
"2023-02-24","2027-04-17","Scope 1","Fleet Vehicles",20,200000,150000,0,,100000,,100000,300,50000,50000,20,100000,150,150000,100000,,200000
"2023-02-24","2023-11-11","Scope 3","Scope 3 Fuel and Energy-Related Activity",30,50000,,50000,50,200000,70,200000,100,200000,250000,,0,150,200000,200000,100000,150000
"2023-02-24","2039-05-22","Scope 2","Data Center",10,250000,250000,150000,30,0,,200000,100,100000,150000,0,150000,250,50000,100000,,50000
"2023-02-24","2038-09-20","Scope 3","Fleet Vehicles",15,250000,100000,200000,10,150000,,100000,250,250000,,15,200000,200,150000,250000,,250000
"2023-02-24","2022-02-07","Scope 1","Private Jet",,150000,,250000,,,50,0,350,,,,,250,250000,0,,
"2023-02-24","2030-11-21","Scope 2","Fleet Vehicles",0,100000,150000,100000,40,,,150000,300,,0,20,,150,100000,50000,,0
"2023-02-24","2026-02-03","Scope 1","Data Center",20,50000,50000,,0,,,,150,150000,50000,25,250000,150,,150000,,250000
"2023-02-24","2040-01-07","Scope 2","Commercial Building",10,200000,200000,100000,50,200000,,50000,50,0,200000,10,50000,200,200000,0,,50000
"2023-02-24","2031-09-27","Scope 3","Scope 3 Processing Sold Products",30,200000,0,0,40,0,,250000,200,100000,100000,30,0,200,0,,,
"2023-02-24","2035-05-06","Scope 1","Private Jet",30,50000,50000,150000,,150000,,100000,100,200000,150000,15,100000,200,100000,0,,0
"2023-02-24","2025-11-30","Scope 3","Commercial Building",,200000,200000,100000,10,250000,,50000,150,250000,250000,10,200000,150,250000,,,150000
"2023-02-24","2029-02-08","Scope 2","Fleet Vehicles",20,250000,0,200000,20,50000,,150000,350,50000,,20,150000,150,200000,100000,,100000
"2023-02-24","2024-03-19","Scope 1","Commercial Building",0,100000,,250000,30,100000,,,50,,0,25,,150,0,250000,,200000
"2023-02-24","2033-07-13","Scope 3","Scope 3 Upstream Transportation Distribution",10,150000,250000,0,30,50000,,0,300,50000,0,,100000,200,50000,200000,,50000
"2023-02-24","2032-05-10","Scope 2","Data Center",15,100000,150000,,20,150000,,200000,200,150000,150000,0,200000,150,,150000,,0
"2023-02-24","2029-04-11","Scope 3","Scope 3 Downstream Leased Assets",,200000,100000,50000,40,100000,,250000,250,250000,100000,30,0,150,150000,50000,,200000
"2023-02-24","2035-09-08","Scope 1","Data Center",30,150000,50000,150000,0,,,,250,0,,0,,200,250000,150000,,100000
"2023-02-24","2020-09-27","Scope 2","Commercial Building",15,50000,0,200000,,,0,50000,50,,,30,,150,200000,,150000,
"2023-02-24","2025-09-10","Scope 3","Scope 3 Uncategorized Emissions",20,250000,250000,,,200000,,100000,100,,250000,10,250000,200,150000,50000,,
"2023-02-24","2037-05-11","Scope 1","Private Jet",0,250000,200000,50000,10,250000,,0,300,100000,200000,,50000,200,100000,100000,,250000
"2023-02-24","2031-04-29","Scope 2","Fleet Vehicles",10,50000,,0,50,0,,200000,200,200000,50000,15,150000,150,,,,150000
"2023-02-24","2039-05-05","Scope 1","Private Jet",,100000,150000,250000,,100000,,150000,150,0,0,25,0,200,50000,200000,,250000
"2023-02-24","2038-02-17","Scope 3","Scope 3 Investments",0,150000,100000,100000,10,250000,,250000,350,100000,200000,20,50000,200,0,0,,50000
"2023-02-24","2034-12-06","Scope 2","Data Center",30,200000,50000,100000,0,200000,,50000,50,200000,50000,0,150000,200,0,250000,,150000
"2023-02-24","2040-09-28","Scope 1","Fleet Vehicles",10,200000,0,0,20,,,250000,200,250000,150000,15,,250,200000,100000,,
"2023-02-24","2026-02-13","Scope 2","Commercial Building",15,200000,,100000,40,0,,150000,350,50000,,,200000,150,,150000,,200000
"2023-02-24","2030-08-13","Scope 3","Scope 3 Use of Sold Products",20,150000,150000,50000,30,150000,,,100,150000,100000,25,100000,150,100000,200000,,0
"2023-02-24","2032-09-25","Scope 2","Data Center",,50000,250000,250000,50,50000,,0,150,,250000,10,250000,200,50000,150000,,100000
"2023-02-24","2022-04-05","Scope 3","Scope 3 Franchising",10,250000,200000,,,,20,100000,300,,,30,,350,250000,50000,0,
"2023-02-24","2021-10-04","Scope 1","Private Jet",15,100000,100000,150000,,,30,200000,250,,,20,,250,150000,,200000,
"2023-02-24","2033-10-29","Scope 2","Fleet Vehicles",20,200000,,200000,,0,,0,250,0,0,30,200000,150,100000,250000,,50000
"2023-02-24","2024-10-07","Scope 1","Commercial Building",0,100000,0,150000,0,50000,,100000,300,,150000,25,100000,150,,100000,,200000
"2023-02-24","2023-05-22","Scope 3","Data Center",30,50000,50000,0,20,250000,,150000,50,50000,250000,20,,200,200000,0,50000,0
"2023-02-24","2028-09-15","Scope 3","Scope 3 Employee Commuting",,150000,100000,200000,10,200000,,250000,100,200000,50000,15,0,150,250000,0,,250000
"2023-02-24","2036-03-14","Scope 1","Commercial Building",30,250000,150000,,40,100000,,,350,100000,,0,250000,250,150000,200000,,
"2023-02-24","2027-08-24","Scope 2","Private Jet",10,50000,200000,250000,50,,,200000,200,250000,100000,,50000,150,50000,50000,,150000
"2023-02-24","2041-03-01","Scope 3","Scope 3 Upstream Leased Assets",0,200000,250000,50000,30,150000,,50000,150,150000,200000,10,150000,250,0,,,100000
"2023-02-24","2041-04-27","Scope 2","Data Center",15,250000,150000,100000,20,,,250000,250,100000,100000,10,0,250,250000,150000,,50000
"2023-02-24","2033-11-21","Scope 1","Fleet Vehicles",20,100000,,100000,,0,,100000,50,150000,,0,150000,200,,150000,,0
"2023-02-24","2039-03-11","Scope 2","Data Center",15,150000,50000,150000,40,50000,,50000,350,200000,200000,30,100000,200,0,250000,,250000
"2023-02-24","2021-05-02","Scope 3","Scope 3 Downstream Transportation Distribution",20,100000,0,,,,90,150000,150,,,20,,100,50000,100000,,
"2023-02-24","2026-02-10","Scope 1","Private Jet",,250000,100000,200000,50,150000,,200000,300,,250000,25,50000,150,100000,250000,,
"2023-02-24","2025-02-19","Scope 3","Scope 3 Purchased Goods Services",0,150000,200000,50000,30,250000,,0,100,50000,150000,15,200000,150,150000,50000,,100000
"2023-02-24","2023-07-29","Scope 2","Commercial Building",30,200000,250000,100000,0,100000,20,,200,250000,50000,,,300,200000,,250000,150000
"2023-02-24","2036-08-24","Scope 1","Fleet Vehicles",10,50000,200000,0,10,200000,,50000,350,0,0,20,250000,200,0,150000,,200000
"2023-02-24","2040-02-07","Scope 2","Data Center",15,200000,0,250000,0,150000,,0,300,50000,0,10,150000,200,150000,150000,,
"2023-02-24","2027-03-05","Scope 1","Private Jet",0,150000,100000,,40,50000,,150000,150,200000,,25,0,150,50000,100000,,250000
"2023-02-24","2029-10-16","Scope 3","Private Jet",,50000,50000,50000,20,250000,,,50,250000,50000,0,100000,200,200000,0,,50000
"2023-02-24","2022-12-05","Scope 1","Fleet Vehicles",20,250000,,200000,,,0,100000,200,,,30,,150,250000,,200000,
"2023-02-24","2035-06-08","Scope 2","Commercial Building",10,200000,150000,150000,10,0,,200000,100,150000,250000,15,250000,200,,0,,200000
"2023-02-24","2038-07-17","Scope 3","Scope 3 Business Travel",30,100000,250000,150000,,200000,,250000,250,0,200000,,200000,200,100000,200000,,0
"2023-02-24","2037-09-17","Scope 3","Scope 3 Waste Generated in Operations",20,200000,250000,250000,50,100000,,150000,150,100000,150000,10,,200,200000,50000,,100000
"2023-02-24","2024-08-03","Scope 2","Commercial Building",,150000,200000,100000,30,,,50000,300,,100000,,50000,150,150000,150000,,150000
"2023-02-24","2034-09-25","Scope 1","Data Center",10,50000,50000,0,40,100000,,100000,100,250000,100000,30,250000,200,0,,,250000
"2023-02-24","2030-10-22","Scope 2","Fleet Vehicles",15,250000,,100000,30,250000,,,250,150000,150000,20,0,200,100000,100000,,0
"2023-02-24","2031-05-14","Scope 1","Private Jet",30,200000,0,150000,10,,,200000,50,200000,250000,15,150000,150,250000,250000,,200000
"2023-02-24","2028-11-15","Scope 3","Scope 3 Use of Sold Products",0,150000,150000,50000,20,50000,,250000,350,50000,200000,0,200000,150,50000,150000,,100000
"2023-02-24","2032-02-19","Scope 3","Private Jet",10,100000,100000,0,0,200000,,0,200,100000,,25,50000,150,,0,,
"2023-02-24","2020-09-04","Scope 2","Data Center",,200000,150000,100000,,,30,250000,150,,,,,250,150000,200000,100000,
"2023-02-24","2039-04-01","Scope 1","Private Jet",30,250000,0,200000,50,0,,150000,300,,0,25,,250,0,200000,,50000
"2023-02-24","2040-07-20","Scope 2","Fleet Vehicles",20,100000,250000,250000,,150000,,200000,200,0,50000,10,100000,250,,,,150000
"2023-02-24","2033-09-24","Scope 3","Scope 3 Processing Sold Products",15,150000,,,10,200000,,0,50,150000,150000,0,100000,200,100000,100000,,50000
"2023-02-24","2023-02-12","Scope 1","Commercial Building",0,50000,200000,250000,0,50000,,,350,200000,50000,20,,350,250000,250000,0,0
"2023-02-24","2037-11-30","Scope 2","Data Center",,200000,50000,100000,50,100000,,100000,250,50000,,30,50000,200,50000,50000,,100000
"2023-02-24","2022-04-29","Scope 1","Commercial Building",0,250000,100000,200000,,,70,50000,100,,,15,,300,200000,150000,150000,
"2023-02-24","2029-06-25","Scope 3","Scope 3 Investments",20,100000,,,40,0,,0,350,250000,100000,20,250000,150,,0,,
"2023-02-24","2030-04-28","Scope 2","Fleet Vehicles",15,150000,150000,0,20,250000,,150000,50,,0,15,200000,150,50000,,,250000
"2023-02-24","2031-09-10","Scope 1","Private Jet",10,50000,200000,50000,,150000,,,150,0,250000,30,0,200,100000,0,,200000
"2023-02-24","2036-08-24","Scope 3","Scope 3 Franchising",30,200000,100000,150000,30,,,50000,200,100000,200000,10,150000,200,250000,100000,,150000
"2023-02-24","2027-03-26","Scope 2","Private Jet",0,250000,50000,100000,20,150000,,250000,250,200000,0,0,,150,200000,200000,,50000
"2023-02-24","2028-06-13","Scope 3","Scope 3 Employee Commuting",20,50000,0,,10,,,200000,300,150000,50000,25,0,150,0,250000,,200000
"2023-02-24","2041-07-06","Scope 1","Data Center",,100000,250000,0,50,50000,,100000,100,,100000,,200000,200,150000,50000,,100000
"2023-02-24","2021-11-10","Scope 3","Scope 3 Capital Goods",15,150000,100000,50000,,,50,0,50,,,30,,100,250000,150000,50000,
"2023-02-24","2025-12-05","Scope 2","Fleet Vehicles",10,150000,150000,150000,,100000,,150000,350,100000,200000,0,150000,150,50000,100000,,
"2023-02-24","2034-12-27","Scope 1","Commercial Building",30,100000,200000,200000,0,200000,,200000,300,50000,,20,50000,150,150000,150000,,250000
"2023-02-24","2026-08-08","Scope 2","Private Jet",20,250000,0,250000,30,0,,100000,250,0,150000,,100000,150,200000,,,150000
"2023-02-24","2038-06-22","Scope 3","Commercial Building",30,50000,50000,50000,40,250000,,50000,200,250000,250000,25,250000,250,0,200000,,0
"2023-02-24","2032-10-25","Scope 1","Fleet Vehicles",0,200000,,,,0,,,100,50000,50000,15,150000,150,100000,150000,,
"2023-02-24","2035-07-30","Scope 1","Commercial Building",15,200000,250000,100000,30,150000,,250000,150,200000,150000,10,50000,150,,0,,100000
"2023-02-24","2020-06-05","Scope 3","Scope 3 Purchased Goods Services",,250000,0,250000,,,,50000,50,,,10,,200,150000,50000,0,
"2023-02-24","2024-08-01","Scope 2","Data Center",10,50000,,150000,50,200000,,150000,150,100000,0,,100000,150,100000,250000,,250000
"2023-02-24","2031-02-17","Scope 3","Scope 3 Upstream Leased Assets",20,100000,150000,200000,20,,,0,350,,,25,,150,,0,,200000
"2023-02-24","2035-02-23","Scope 2","Private Jet",0,150000,50000,0,40,250000,,100000,200,250000,250000,20,0,200,250000,100000,,150000
"2023-02-24","2034-09-28","Scope 1","Data Center",15,50000,250000,150000,10,100000,,200000,300,150000,100000,15,250000,200,0,200000,,50000
"2023-02-24","2025-01-02","Scope 2","Fleet Vehicles",10,150000,100000,100000,0,50000,,,250,0,200000,0,200000,150,50000,,,0
"2023-02-24","2028-09-29","Scope 3","Scope 3 Downstream Transportation Distribution",,100000,200000,250000,40,100000,,250000,100,100000,200000,30,100000,150,200000,250000,,250000
"2023-02-24","2020-01-14","Scope 1","Commercial Building",30,250000,150000,,,,90,0,100,,,25,,150,100000,50000,200000,
"2023-02-24","2026-09-30","Scope 3","Fleet Vehicles",10,200000,50000,0,0,200000,,150000,250,0,100000,10,0,200,50000,150000,,150000
"2023-02-24","2021-01-02","Scope 1","Data Center",,200000,,200000,,,50,200000,50,,,20,,250,0,50000,250000,
"2023-02-24","2022-04-19","Scope 2","Commercial Building",15,100000,0,50000,,,30,50000,150,,,15,,200,250000,,50000,
"2023-02-24","2023-02-07","Scope 1","Fleet Vehicles",20,150000,250000,150000,50,0,70,250000,300,150000,50000,,200000,300,150000,100000,100000,
"2023-02-24","2029-09-24","Scope 3","Scope 3 Fuel and Energy-Related Activity",30,250000,200000,100000,10,150000,,,350,200000,150000,30,50000,200,,250000,,100000
"2023-02-24","2038-08-23","Scope 2","Private Jet",0,50000,100000,,20,50000,,100000,200,,,0,250000,200,200000,100000,,50000
"2023-02-24","2036-10-20","Scope 2","Commercial Building",10,200000,,100000,,250000,,150000,100,250000,0,20,,200,150000,0,,200000
"2023-02-24","2030-08-25","Scope 1","Data Center",,150000,150000,0,30,,,250000,300,50000,250000,30,150000,150,0,,,0
"2023-02-24","2040-04-30","Scope 3","Data Center",30,200000,0,250000,,50000,,200000,250,150000,150000,10,150000,250,100000,150000,,250000
"2023-02-24","2037-08-09","Scope 2","Private Jet",15,250000,100000,50000,0,150000,,50000,50,,100000,15,,250,,200000,,150000
"2023-02-24","2032-07-17","Scope 3","Scope 3 End-Life Treatment of Sold Product",0,50000,200000,200000,20,,,100000,150,250000,200000,0,100000,200,200000,0,,
"2023-02-24","2024-12-10","Scope 1","Fleet Vehicles",20,100000,50000,150000,40,0,,,200,100000,50000,25,250000,150,50000,150000,,200000
"2023-02-24","2027-12-31","Scope 2","Private Jet",,250000,250000,0,10,200000,,0,350,0,250000,,0,150,250000,0,,0
"2023-02-24","2041-08-12","Scope 3","Scope 3 Uncategorized Emissions",20,200000,150000,250000,30,250000,,100000,100,50000,,,50000,250,250000,,,100000
"2023-02-24","2033-05-29","Scope 1","Commercial Building",0,150000,50000,,50,100000,,50000,50,200000,0,15,200000,150,150000,150000,,50000
"2023-02-24","2039-10-08","Scope 1","Fleet Vehicles",30,50000,0,50000,0,0,,150000,250,0,100000,25,0,200,0,100000,,50000
"2023-02-24","2031-04-07","Scope 2","Data Center",10,100000,250000,100000,20,,,200000,300,50000,50000,30,200000,150,200000,100000,,250000
"2023-02-24","2037-03-10","Scope 3","Scope 3 Business Travel",15,50000,,200000,40,100000,,0,150,100000,250000,0,50000,200,,50000,,0
"2023-02-24","2022-08-24","Scope 2","Commercial Building",30,100000,200000,150000,,,0,250000,200,,,10,,100,50000,,150000,
"2023-02-24","2032-03-30","Scope 1","Data Center",10,200000,100000,200000,50,250000,,,350,200000,0,20,100000,200,100000,250000,,150000
"2023-02-24","2026-02-18","Scope 3","Scope 3 Downstream Leased Assets",,150000,150000,250000,10,200000,,250000,100,150000,,30,250000,150,150000,200000,,200000
"2023-02-24","2039-12-22","Scope 2","Fleet Vehicles",20,250000,100000,50000,,150000,,50000,350,250000,200000,,,250,50000,150000,,
"2023-02-24","2027-06-26","Scope 3","Scope 3 Upstream Transportation Distribution",0,150000,,0,30,50000,,,50,,150000,10,150000,150,,0,,100000
"2023-02-24","2033-11-16","Scope 1","Private Jet",15,50000,200000,,40,250000,,0,250,,0,25,200000,150,250000,100000,,200000
"2023-02-24","2024-03-10","Scope 3","Commercial Building",,250000,250000,100000,50,150000,,100000,150,200000,250000,15,0,150,100000,,,0
"2023-02-24","2041-10-15","Scope 2","Private Jet",15,100000,0,200000,0,100000,,150000,300,100000,,20,100000,250,200000,250000,,50000
"2023-02-24","2036-12-31","Scope 1","Commercial Building",0,200000,50000,50000,10,0,,200000,200,150000,50000,0,,200,0,200000,,100000
"2023-02-24","2025-04-25","Scope 2","Data Center",30,250000,50000,,,50000,,,100,250000,200000,25,250000,150,,50000,,
"2023-02-24","2021-01-20","Scope 1","Fleet Vehicles",10,150000,0,250000,,,20,150000,250,,,0,,350,250000,,,
"2023-02-24","2020-11-26","Scope 3","Scope 3 Use of Sold Products",20,100000,150000,0,,,,0,150,,,10,,150,0,50000,0,
"2023-02-24","2028-12-03","Scope 1","Commercial Building",15,200000,200000,150000,20,200000,,200000,350,50000,150000,15,50000,150,50000,200000,,250000
"2023-02-24","2029-04-29","Scope 3","Scope 3 Processing Sold Products",,50000,,100000,30,,,250000,200,0,100000,20,150000,150,100000,,,150000
"2023-02-24","2038-11-26","Scope 2","Data Center",10,250000,250000,,0,50000,,100000,300,0,,30,250000,200,150000,150000,,100000
"2023-02-24","2030-08-18","Scope 1","Fleet Vehicles",0,50000,100000,250000,50,0,,50000,50,250000,50000,,150000,200,200000,150000,,50000
"2023-02-24","2035-06-16","Scope 2","Data Center",20,200000,200000,50000,40,100000,,200000,300,200000,200000,15,200000,200,250000,250000,,250000
"2023-02-24","2023-09-23","Scope 3","Fleet Vehicles",30,100000,250000,100000,30,250000,90,250000,100,100000,150000,0,50000,200,50000,0,250000,150000
"2023-02-24","2034-09-01","Scope 2","Private Jet",0,150000,150000,200000,20,150000,,,150,,100000,30,,200,,100000,,0
"2023-02-24","2040-10-16","Scope 3","Scope 3 Employee Commuting",30,100000,,150000,,,,150000,250,50000,250000,,100000,200,100000,50000,,200000
"2023-02-24","2026-06-05","Scope 1","Private Jet",15,250000,50000,0,10,200000,,0,200,150000,0,25,0,150,150000,0,,
"2023-02-24","2030-11-17","Scope 1","Fleet Vehicles",20,200000,0,100000,0,100000,,50000,350,150000,250000,10,50000,150,0,150000,,200000
"2023-02-24","2038-06-29","Scope 2","Commercial Building",10,200000,100000,150000,10,0,,100000,50,,0,20,100000,200,200000,0,,
"2023-02-24","2037-09-24","Scope 3","Scope 3 Upstream Leased Assets",,150000,200000,0,20,50000,,250000,250,200000,50000,0,0,200,150000,,,250000
