"ForecastStatus","ProductFamily","OwnerName","AccountId","ProductName","ExternalId","LastProcessedDate","Time","ParentName","AccountType","SalesAgreementName","Industry","DerivedStatus","AccountName","Plan","UnitPrice","Price","Forecast","Attainment","Actual"
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Compactor 3500","Account.011","2020-06-19","2019-09-28","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly12_2019-09-28","Technology","Upcoming Renewal","Meridian Partners",10000,5750,5564,11633,91,10586
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H700","Account.010","2020-06-19","2019-03-08","Ohana Technologies","Partner","Acme Partners SA_Monthly12_2019-03-08","Technology","Pending Approval","Acme Partners",30000,5750,5524,32144,110,35358
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Compactor 9500","Account.010","2020-06-19","2020-12-01","Ohana Technologies","Partner","Acme Partners SA_Quarterly6_2020-12-01","Technology","Upcoming Renewal","Acme Partners",37500,13000,12166,43493,92,40014
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Backhoe Attachment R2","Account.052","2020-06-19","2019-04-12","Ohana Technologies","Enterprise","Red Studio Designs SA_Monthly6_2019-04-12","Communications","Approved","Red Studio Designs",35000,20500,20232,32679,108,35293
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Utility Broom UB1000","Account.059","2020-06-19","2020-05-15","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly12_2020-05-15","Technology","Upcoming Renewal","Integrity Systems",30000,4500,4144,33719,102,34393
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 37","Account.019","2020-06-19","2020-03-23","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly12_2020-03-23","Consumer","Approved","Haven Enterprises",15000,2000,1903,17655,94,16596
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Backhoe Attachment R1","Account.054","2020-06-19","2020-09-07","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly12_2020-09-07","Manufacturing","Approved","Tech Labs",22500,19500,18285,25765,92,23704
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Pulverizer P20","Account.045","2020-06-19","2019-01-05","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly12_2019-01-05","Financial Services","Pending Approval","Momentum Design",17500,4750,4284,19749,99,19552
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Pulverizer P20","Account.019","2020-06-19","2020-04-29","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly12_2020-04-29","Consumer","Upcoming Renewal","Haven Enterprises",40000,4750,4565,46753,94,43948
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R1","Account.010","2020-06-19","2019-07-02","Ohana Technologies","Partner","Acme Partners SA_Yearly6_2019-07-02","Technology","Approved","Acme Partners",27500,19500,17404,30867,102,31484
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 34","Account.010","2020-06-19","2020-11-21","Ohana Technologies","Partner","Acme Partners SA_Monthly18_2020-11-21","Technology","Upcoming Renewal","Acme Partners",35000,1350,1194,37538,110,41292
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Ripper 34","Account.044","2020-06-19","2019-05-15","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly18_2019-05-15","Financial Services","Pending Approval","Wellspring, Inc.",10000,1350,1293,11237,105,11799
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Ripper 27","Account.046","2020-06-19","2019-04-11","Advanced Communications","Enterprise","Silodyne Company SA_Yearly18_2019-04-11","Healthcare & Life Sciences","Approved","Silodyne Company",12500,1000,948,14740,89,13119
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Ripper 19","Account.045","2020-06-19","2019-11-13","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly12_2019-11-13","Financial Services","Upcoming Renewal","Momentum Design",15000,800,755,16849,99,16681
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Utility Broom UB1000","Account.011","2020-06-19","2019-09-04","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly18_2019-09-04","Technology","Upcoming Renewal","Meridian Partners",22500,4500,3765,25798,91,23476
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Pickup Broom PB100","Account.054","2020-06-19","2020-02-24","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly18_2020-02-24","Manufacturing","Approved","Tech Labs",37500,6900,6574,43540,92,40057
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Trencher T60","Account.059","2020-06-19","2020-12-31","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly6_2020-12-31","Technology","Upcoming Renewal","Integrity Systems",12500,9000,8721,13946,102,14225
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Compactor 9500","Account.052","2020-06-19","2019-03-05","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly18_2019-03-05","Communications","Pending Approval","Red Studio Designs",40000,13000,11936,37190,108,40165
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Sweeper S1000","Account.001","2020-06-19","2020-10-03","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly18_2020-10-03","Technology","Approved","Ohana Incorporated.",7500,7500,7115,10227,85,8693
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Pickup Broom PB200","Account.054","2020-06-19","2020-07-13","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Yearly18_2020-07-13","Manufacturing","Upcoming Renewal","Tech Labs",20000,7500,6436,23008,92,21167
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Hammer H700","Account.046","2020-06-19","2020-08-15","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly18_2020-08-15","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",20000,5750,5437,23488,89,20904
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 37","Account.019","2020-06-19","2020-06-29","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly12_2020-06-29","Consumer","Approved","Haven Enterprises",25000,2000,1931,29146,94,27397
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Pulverizer P10","Account.001","2020-06-19","2020-11-07","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly18_2020-11-07","Technology","Upcoming Renewal","Ohana Incorporated.",32500,4500,4251,44226,85,37592
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Compactor 3500","Account.059","2020-06-19","2019-12-14","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly18_2019-12-14","Technology","Pending Approval","Integrity Systems",32500,5750,4751,36136,102,36859
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Hammer H500","Account.052","2020-06-19","2019-02-02","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly12_2019-02-02","Communications","Upcoming Renewal","Red Studio Designs",22500,4200,3457,21249,108,22949
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Trencher T48","Account.045","2020-06-19","2019-06-03","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly18_2019-06-03","Financial Services","Approved","Momentum Design",5000,6400,6089,5748,99,5691
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Compactor 9000","Account.044","2020-06-19","2019-08-26","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly18_2019-08-26","Financial Services","Pending Approval","Wellspring, Inc.",15000,8100,7275,16856,105,17699
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Trencher T36","Account.010","2020-06-19","2019-10-09","Ohana Technologies","Partner","Acme Partners SA_Yearly18_2019-10-09","Technology","Upcoming Renewal","Acme Partners",12500,6000,5759,14733,94,13849
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Backhoe Attachment R2","Account.011","2020-06-19","2020-01-20","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly12_2020-01-20","Technology","Approved","Meridian Partners",25000,20500,19205,30144,91,27431
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Pickup Broom PB200","Account.010","2020-06-19","2019-07-05","Ohana Technologies","Partner","Acme Partners SA_Monthly6_2019-07-05","Technology","Approved","Acme Partners",37500,7500,7409,39967,110,43964
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 19","Account.019","2020-06-19","2019-02-15","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly18_2019-02-15","Consumer","Upcoming Renewal","Haven Enterprises",22500,800,726,26552,94,24959
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Hammer H500","Account.044","2020-06-19","2020-08-16","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly12_2020-08-16","Financial Services","Pending Approval","Wellspring, Inc.",35000,4200,4064,38664,105,40597
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Trencher T60","Account.010","2020-06-19","2019-10-04","Ohana Technologies","Partner","Acme Partners SA_Yearly6_2019-10-04","Technology","Approved","Acme Partners",5000,9000,8510,4714,108,5091
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Utility Broom UB1000","Account.052","2020-06-19","2020-03-04","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly18_2020-03-04","Communications","Upcoming Renewal","Red Studio Designs",22500,4500,3829,20659,108,22312
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Compactor 9500","Account.010","2020-06-19","2019-05-08","Ohana Technologies","Partner","Acme Partners SA_Quarterly18_2019-05-08","Technology","Upcoming Renewal","Acme Partners",5000,13000,12537,5352,110,5887
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Hammer H700","Account.045","2020-06-19","2020-01-02","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly6_2020-01-02","Financial Services","Upcoming Renewal","Momentum Design",32500,5750,4607,37299,99,36926
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Trencher T36","Account.059","2020-06-19","2019-12-12","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly18_2019-12-12","Technology","Approved","Integrity Systems",20000,6000,5685,22328,102,22775
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Compactor 9500","Account.054","2020-06-19","2020-05-14","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly6_2020-05-14","Manufacturing","Pending Approval","Tech Labs",35000,13000,12216,39959,92,36762
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Trencher T48","Account.046","2020-06-19","2020-09-07","Advanced Communications","Enterprise","Silodyne Company SA_Monthly12_2020-09-07","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",17500,6400,5992,20689,89,18413
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Compactor 9000","Account.011","2020-06-19","2019-03-15","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly18_2019-03-15","Technology","Approved","Meridian Partners",10000,8100,7260,12133,91,11041
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Sweeper S1000","Account.001","2020-06-19","2019-07-25","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly18_2019-07-25","Technology","Upcoming Renewal","Ohana Incorporated.",22500,7500,6663,30627,85,26033
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Ripper 27","Account.054","2020-06-19","2020-04-03","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly18_2020-04-03","Manufacturing","Approved","Tech Labs",35000,1000,963,40167,92,36954
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Compactor 3500","Account.059","2020-06-19","2019-09-05","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly12_2019-09-05","Technology","Pending Approval","Integrity Systems",12500,5750,5681,14088,102,14370
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Ripper 34","Account.044","2020-06-19","2019-06-30","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly6_2019-06-30","Financial Services","Upcoming Renewal","Wellspring, Inc.",10000,1350,1264,11214,105,11775
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Backhoe Attachment R2","Account.001","2020-06-19","2020-06-04","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Quarterly12_2020-06-04","Technology","Approved","Ohana Incorporated.",25000,20500,17387,34286,85,29143
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Trencher T60","Account.010","2020-06-19","2020-10-10","Ohana Technologies","Partner","Acme Partners SA_Monthly6_2020-10-10","Technology","Upcoming Renewal","Acme Partners",37500,9000,8532,40215,110,44237
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Pulverizer P10","Account.052","2020-06-19","2019-05-20","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly12_2019-05-20","Communications","Approved","Red Studio Designs",32500,4500,4242,29943,108,32338
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Pickup Broom PB200","Account.045","2020-06-19","2020-11-06","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly18_2020-11-06","Financial Services","Upcoming Renewal","Momentum Design",27500,7500,6116,31355,99,31041
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 37","Account.010","2020-06-19","2019-04-08","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2019-04-08","Technology","Pending Approval","Acme Partners",10000,2000,1645,10693,110,11762
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Pulverizer P20","Account.046","2020-06-19","2019-08-28","Advanced Communications","Enterprise","Silodyne Company SA_Yearly12_2019-08-28","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",40000,4750,4461,46572,89,41449
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Pickup Broom PB100","Account.019","2020-06-19","2020-12-22","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly18_2020-12-22","Consumer","Approved","Haven Enterprises",7500,6900,6564,8800,94,8272
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Backhoe Attachment R1","Account.011","2020-06-19","2020-07-03","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly18_2020-07-03","Technology","Upcoming Renewal","Meridian Partners",17500,19500,15787,20599,91,18745
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Compactor 3500","Account.001","2020-06-19","2020-10-05","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Quarterly12_2020-10-05","Technology","Pending Approval","Ohana Incorporated.",40000,5750,5571,54473,85,46302
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Trencher T36","Account.059","2020-06-19","2019-11-05","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly12_2019-11-05","Technology","Upcoming Renewal","Integrity Systems",10000,6000,5799,11176,102,11400
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Compactor 9500","Account.052","2020-06-19","2020-02-04","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly6_2020-02-04","Communications","Approved","Red Studio Designs",27500,13000,12749,25298,108,27322
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Pulverizer P10","Account.010","2020-06-19","2019-01-08","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2019-01-08","Technology","Approved","Acme Partners",7500,4500,4345,8291,105,8706
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Pickup Broom PB200","Account.046","2020-06-19","2020-01-31","Advanced Communications","Enterprise","Silodyne Company SA_Monthly12_2020-01-31","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",35000,7500,7137,41585,89,37011
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Trencher T48","Account.011","2020-06-19","2019-04-12","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly18_2019-04-12","Technology","Pending Approval","Meridian Partners",5000,6400,6114,5902,91,5371
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Hammer H500","Account.045","2020-06-19","2020-06-26","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly18_2020-06-26","Financial Services","Approved","Momentum Design",32500,4200,4068,37099,99,36728
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Sweeper S1000","Account.054","2020-06-19","2019-11-03","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly6_2019-11-03","Manufacturing","Upcoming Renewal","Tech Labs",10000,7500,6978,11593,92,10666
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R1","Account.010","2020-06-19","2020-12-09","Ohana Technologies","Partner","Acme Partners SA_Yearly18_2020-12-09","Technology","Upcoming Renewal","Acme Partners",25000,19500,15720,26704,110,29374
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Pickup Broom PB100","Account.044","2020-06-19","2020-03-22","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly12_2020-03-22","Financial Services","Approved","Wellspring, Inc.",7500,6900,6643,8413,105,8834
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Trencher T60","Account.019","2020-06-19","2020-04-25","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly6_2020-04-25","Consumer","Pending Approval","Haven Enterprises",15000,9000,8655,17697,94,16635
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Backhoe Attachment R2","Account.052","2020-06-19","2019-02-18","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly6_2019-02-18","Communications","Upcoming Renewal","Red Studio Designs",25000,20500,19243,23453,108,25329
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2020-10-20","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2020-10-20","Technology","Approved","Acme Partners",25000,20500,19627,26648,110,29313
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Hammer H700","Account.044","2020-06-19","2019-08-04","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly12_2019-08-04","Financial Services","Upcoming Renewal","Wellspring, Inc.",25000,5750,5509,27510,105,28885
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Compactor 9000","Account.019","2020-06-19","2019-06-22","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly12_2019-06-22","Consumer","Pending Approval","Haven Enterprises",7500,8100,7148,8704,94,8182
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Ripper 37","Account.001","2020-06-19","2019-07-09","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly6_2019-07-09","Technology","Upcoming Renewal","Ohana Incorporated.",22500,2000,1912,30547,85,25965
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Ripper 34","Account.054","2020-06-19","2020-10-08","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly18_2020-10-08","Manufacturing","Approved","Tech Labs",5000,1350,1140,5804,92,5340
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Backhoe Attachment R1","Account.046","2020-06-19","2020-11-25","Advanced Communications","Enterprise","Silodyne Company SA_Yearly18_2020-11-25","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",20000,19500,18593,23464,89,20883
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Pulverizer P20","Account.011","2020-06-19","2019-03-11","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly12_2019-03-11","Technology","Approved","Meridian Partners",30000,4750,4726,34376,91,31282
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Utility Broom UB1000","Account.059","2020-06-19","2020-12-08","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly12_2020-12-08","Technology","Pending Approval","Integrity Systems",20000,4500,4294,22507,102,22957
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Ripper 19","Account.045","2020-06-19","2020-08-11","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly18_2020-08-11","Financial Services","Upcoming Renewal","Momentum Design",7500,800,746,8633,99,8547
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 27","Account.010","2020-06-19","2019-09-13","Ohana Technologies","Partner","Acme Partners SA_Monthly18_2019-09-13","Technology","Approved","Acme Partners",35000,1000,897,41320,89,36775
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Compactor 9500","Account.052","2020-06-19","2019-10-27","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly6_2019-10-27","Communications","Upcoming Renewal","Red Studio Designs",17500,13000,12477,16479,108,17797
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Backhoe Attachment R1","Account.045","2020-06-19","2020-02-25","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly12_2020-02-25","Financial Services","Upcoming Renewal","Momentum Design",35000,19500,19457,39296,99,38903
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Trencher T60","Account.001","2020-06-19","2019-05-02","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Quarterly18_2019-05-02","Technology","Approved","Ohana Incorporated.",17500,9000,8419,23914,85,20327
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Hammer H500","Account.044","2020-06-19","2020-07-29","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly6_2020-07-29","Financial Services","Pending Approval","Wellspring, Inc.",17500,4200,3989,19214,105,20175
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Compactor 9000","Account.059","2020-06-19","2020-09-19","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly12_2020-09-19","Technology","Approved","Integrity Systems",37500,8100,7694,42010,102,42850
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Compactor 3500","Account.011","2020-06-19","2019-01-11","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly6_2019-01-11","Technology","Upcoming Renewal","Meridian Partners",7500,5750,5222,8567,91,7796
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Trencher T36","Account.046","2020-06-19","2019-12-14","Advanced Communications","Enterprise","Silodyne Company SA_Yearly6_2019-12-14","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",15000,6000,5740,17746,89,15794
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Trencher T48","Account.010","2020-06-19","2019-11-09","Ohana Technologies","Partner","Acme Partners SA_Monthly12_2019-11-09","Technology","Approved","Acme Partners",7500,6400,5973,8112,110,8923
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Pickup Broom PB200","Account.010","2020-06-19","2020-05-02","Ohana Technologies","Partner","Acme Partners SA_Yearly18_2020-05-02","Technology","Upcoming Renewal","Acme Partners",37500,7500,6007,43029,99,42599
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Pulverizer P10","Account.054","2020-06-19","2019-10-17","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly18_2019-10-17","Manufacturing","Pending Approval","Tech Labs",37500,4500,4311,43497,92,40017
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 37","Account.019","2020-06-19","2019-02-05","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly6_2019-02-05","Consumer","Upcoming Renewal","Haven Enterprises",10000,2000,1851,11572,94,10878
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Pulverizer P20","Account.011","2020-06-19","2019-12-06","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly6_2019-12-06","Technology","Approved","Meridian Partners",15000,4750,4554,18124,91,16493
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Sweeper S1000","Account.001","2020-06-19","2020-12-17","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Quarterly6_2020-12-17","Technology","Approved","Ohana Incorporated.",25000,7500,6672,34126,85,29007
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Utility Broom UB1000","Account.052","2020-06-19","2019-11-19","Ohana Technologies","Enterprise","Red Studio Designs SA_Monthly12_2019-11-19","Communications","Pending Approval","Red Studio Designs",35000,4500,4103,32332,108,34919
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Backhoe Attachment R2","Account.059","2020-06-19","2020-01-10","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly18_2020-01-10","Technology","Upcoming Renewal","Integrity Systems",27500,20500,19522,30957,102,31576
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Trencher T48","Account.045","2020-06-19","2020-08-31","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly12_2020-08-31","Financial Services","Approved","Momentum Design",5000,6400,6044,5720,99,5663
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Pickup Broom PB100","Account.010","2020-06-19","2019-04-03","Ohana Technologies","Partner","Acme Partners SA_Yearly12_2019-04-03","Technology","Upcoming Renewal","Acme Partners",40000,6900,5632,46130,91,41978
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Ripper 34","Account.044","2020-06-19","2020-07-30","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly6_2020-07-30","Financial Services","Pending Approval","Wellspring, Inc.",5000,1350,1125,5589,105,5868
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2020-12-30","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2020-12-30","Technology","Approved","Acme Partners",10000,20500,19801,10640,110,11704
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Ripper 27","Account.054","2020-06-19","2019-01-03","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Yearly18_2019-01-03","Manufacturing","Upcoming Renewal","Tech Labs",25000,1000,933,28825,92,26519
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 19","Account.019","2020-06-19","2020-06-15","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly6_2020-06-15","Consumer","Upcoming Renewal","Haven Enterprises",12500,800,789,14448,94,13581
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Hammer H700","Account.046","2020-06-19","2019-05-22","Advanced Communications","Enterprise","Silodyne Company SA_Monthly12_2019-05-22","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",5000,5750,5454,5891,89,5243
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Hammer H700","Account.044","2020-06-19","2020-02-16","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly12_2020-02-16","Financial Services","Pending Approval","Wellspring, Inc.",15000,5750,5345,16818,105,17659
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Compactor 9000","Account.001","2020-06-19","2020-09-12","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly6_2020-09-12","Technology","Approved","Ohana Incorporated.",37500,8100,7540,51473,85,43752
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Ripper 37","Account.011","2020-06-19","2019-07-18","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly6_2019-07-18","Technology","Approved","Meridian Partners",10000,2000,1681,11742,91,10685
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Sweeper S1000","Account.052","2020-06-19","2020-04-03","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly18_2020-04-03","Communications","Upcoming Renewal","Red Studio Designs",32500,7500,7099,29954,108,32350
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Pulverizer P20","Account.046","2020-06-19","2020-03-14","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly18_2020-03-14","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",7500,4750,4486,8907,89,7927
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2019-12-28","Ohana Technologies","Partner","Acme Partners SA_Monthly18_2019-12-28","Technology","Approved","Acme Partners",17500,20500,19645,18723,110,20595
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H500","Account.010","2020-06-19","2019-08-25","Ohana Technologies","Partner","Acme Partners SA_Yearly12_2019-08-25","Technology","Upcoming Renewal","Acme Partners",25000,4200,3804,27519,105,28895
